timestamp,stock_symbol,trade_volume,order_book_depth,anonymized_trader_id
2021-01-20 09:03:02.597607936-05:00,GME,481509,4815,user-q9r8
2021-01-20 09:03:31.595029504-05:00,GME,270328,2703,cluster-9f4e
2021-01-20 09:16:20.761520384-05:00,GME,247619,2476,cluster-7a2b
2021-01-20 09:21:30.220271616-05:00,GME,385318,3853,user-a4f2
2021-01-20 09:27:24.904724480-05:00,GME,320250,3202,cluster-7a2b
2021-01-20 09:37:57.205398528-05:00,GME,359880,3598,cluster-9f4e
2021-01-20 10:32:01.295851520-05:00,GME,397926,3979,cluster-9f4e
2021-01-20 10:36:34.393671168-05:00,GME,203473,2034,cluster-3b8a
2021-01-20 10:52:43.164956416-05:00,GME,202700,2027,cluster-9f4e
2021-01-20 10:53:31.008620032-05:00,GME,367638,3676,user-b9d5
2021-01-20 11:12:09.724598784-05:00,GME,338350,3383,user-n4p3
2021-01-20 13:05:33.368623360-05:00,GME,408479,4084,user-1b3d
2021-01-20 13:06:00.211457280-05:00,GME,383293,3832,user-q9r8
2021-01-20 13:07:32.035118336-05:00,GME,212499,2124,user-1b3d
2021-01-20 13:11:32.013680128-05:00,GME,259348,2593,cluster-7a2b
2021-01-20 13:34:41.691183104-05:00,GME,202335,2023,cluster-1c5d
2021-01-20 13:44:09.113142784-05:00,GME,265860,2658,user-q9r8
2021-01-20 13:45:16.553043200-05:00,GME,309157,3091,user-f6a9
2021-01-20 14:00:49.449876992-05:00,GME,280967,2809,user-1b3d
2021-01-20 14:10:16.145263872-05:00,GME,383258,3832,user-f6a9
2021-01-20 14:11:55.300587776-05:00,GME,369819,3698,user-q9r8
2021-01-20 14:13:49.234626560-05:00,GME,169879,1698,cluster-1c5d
2021-01-20 14:16:49.613036800-05:00,GME,212778,2127,cluster-7a2b
2021-01-20 14:28:50.525814272-05:00,GME,291903,2919,cluster-7a2b
2021-01-20 14:49:50.831437056-05:00,GME,255911,2559,user-k5m6
2021-01-20 14:52:14.100910592-05:00,GME,258988,2589,user-q9r8
2021-01-20 14:56:57.348957952-05:00,GME,480482,4804,user-f6a9
2021-01-20 15:22:08.182785536-05:00,GME,254273,2542,user-c8e1
2021-01-20 15:41:20.018659584-05:00,GME,344220,3442,user-q9r8
2021-01-20 16:08:30.262530304-05:00,GME,142129,1421,cluster-1c5d
2021-01-20 16:39:39.340960256-05:00,GME,432015,4320,cluster-7a2b
2021-01-20 16:57:52.189366528-05:00,GME,310338,3103,user-g2h7
2021-01-20 17:04:07.125314816-05:00,GME,358117,3581,cluster-1c5d
2021-01-20 17:22:13.718683648-05:00,GME,281955,2819,user-n4p3
2021-01-20 17:30:46.675982848-05:00,GME,245367,2453,user-n4p3
2021-01-20 17:43:48.605651968-05:00,GME,301692,3016,cluster-1c5d
2021-01-20 18:16:41.668414208-05:00,GME,384544,3845,user-c8e1
2021-01-20 18:16:41.980445440-05:00,GME,252683,2526,cluster-3b8a
2021-01-20 18:19:32.834133248-05:00,GME,234173,2341,user-n4p3
2021-01-20 18:29:14.417058048-05:00,GME,434474,4344,cluster-1c5d
2021-01-20 18:43:25.110530048-05:00,GME,119191,1191,cluster-1c5d
2021-01-20 18:44:21.219241472-05:00,GME,373289,3732,user-1b3d
2021-01-20 18:48:15.458546432-05:00,GME,383615,3836,user-q9r8
2021-01-20 19:39:06.357056256-05:00,GME,379190,3791,cluster-9f4e
2021-01-20 19:47:50.858122496-05:00,GME,352757,3527,user-f6a9
2021-01-20 19:56:03.733650688-05:00,GME,297595,2975,user-c8e1
2021-01-20 20:15:34.632023808-05:00,GME,196774,1967,cluster-1c5d
2021-01-20 20:15:56.090129920-05:00,GME,366095,3660,user-c8e1
2021-01-20 20:16:52.501891072-05:00,GME,255991,2559,user-c8e1
2021-01-20 20:20:27.942290688-05:00,GME,145486,1454,user-q9r8
2021-01-20 20:33:41.683356672-05:00,GME,322906,3229,user-n4p3
2021-01-20 20:54:20.467968256-05:00,GME,242613,2426,user-k5m6
2021-01-20 21:04:23.000857088-05:00,GME,407095,4070,user-1b3d
2021-01-20 21:08:04.787301376-05:00,GME,414163,4141,cluster-1c5d
2021-01-20 21:27:06.204941568-05:00,GME,269860,2698,user-n4p3
2021-01-20 22:02:04.428066304-05:00,GME,220368,2203,cluster-7a2b
2021-01-20 22:23:40.653598976-05:00,GME,402867,4028,user-g2h7
2021-01-20 22:38:56.467552-05:00,GME,50000,500,cluster-1c5d
2021-01-20 23:18:09.508100608-05:00,GME,243186,2431,user-c8e1
2021-01-20 23:23:56.137244416-05:00,GME,398415,3984,user-g2h7
2021-01-21 00:03:47.750397952-05:00,GME,289449,2894,cluster-9f4e
2021-01-21 00:10:45.051159296-05:00,GME,304487,3044,cluster-1c5d
2021-01-21 00:15:18.443081728-05:00,GME,99193,991,user-n4p3
2021-01-21 00:22:40.539802368-05:00,GME,327079,3270,cluster-1c5d
2021-01-21 00:33:19.958007296-05:00,GME,191521,1915,cluster-1c5d
2021-01-21 00:34:38.890993408-05:00,GME,168384,1683,cluster-7a2b
2021-01-21 00:43:29.669490432-05:00,GME,331160,3311,cluster-7a2b
2021-01-21 00:54:05.141173504-05:00,GME,291169,2911,user-b9d5
2021-01-21 01:01:32.092141824-05:00,GME,317491,3174,user-n4p3
2021-01-21 01:10:57.654027520-05:00,GME,252858,2528,user-k5m6
2021-01-21 01:48:38.758541312-05:00,GME,484974,4849,user-a4f2
2021-01-21 02:06:14.875772416-05:00,GME,354781,3547,user-c8e1
2021-01-21 02:29:31.668950272-05:00,GME,282466,2824,cluster-3b8a
2021-01-21 02:44:24.493177344-05:00,GME,332102,3321,cluster-3b8a
2021-01-21 03:06:31.543877120-05:00,GME,183670,1836,cluster-3b8a
2021-01-21 03:07:24.069612800-05:00,GME,257142,2571,cluster-7a2b
2021-01-21 03:27:46.480258304-05:00,GME,224326,2243,cluster-3b8a
2021-01-21 03:31:08.481420800-05:00,GME,300975,3009,user-f6a9
2021-01-21 03:35:26.675859456-05:00,GME,323192,3231,user-n4p3
2021-01-21 03:41:55.312892416-05:00,GME,122137,1221,cluster-3b8a
2021-01-21 03:57:11.585655040-05:00,GME,240750,2407,user-n4p3
2021-01-21 03:57:46.843296768-05:00,GME,353326,3533,user-1b3d
2021-01-21 05:19:46.977846016-05:00,GME,393320,3933,user-n4p3
2021-01-21 05:27:57.237751040-05:00,GME,282989,2829,cluster-9f4e
2021-01-21 05:48:59.540050176-05:00,GME,283750,2837,cluster-3b8a
2021-01-21 05:50:55.734709248-05:00,GME,137145,1371,cluster-9f4e
2021-01-21 05:53:39.991964672-05:00,GME,506413,5064,cluster-3b8a
2021-01-21 06:09:00.124266240-05:00,GME,170115,1701,user-f6a9
2021-01-21 06:32:00.050442752-05:00,GME,402660,4026,user-a4f2
2021-01-21 07:14:36.746092288-05:00,GME,267854,2678,cluster-7a2b
2021-01-21 07:26:49.295470592-05:00,GME,303392,3033,user-k5m6
2021-01-21 07:26:56.647538688-05:00,GME,307986,3079,user-n4p3
2021-01-21 07:40:26.883920640-05:00,GME,253573,2535,user-a4f2
2021-01-21 07:51:52.699851264-05:00,GME,251036,2510,user-c8e1
2021-01-21 07:57:28.237509632-05:00,GME,260188,2601,user-n4p3
2021-01-21 08:48:20.267176704-05:00,GME,330666,3306,user-c8e1
2021-01-21 09:02:44.733662208-05:00,GME,319582,3195,user-f6a9
2021-01-21 09:03:48.458560256-05:00,GME,271689,2716,user-c8e1
2021-01-21 09:05:49.775543040-05:00,GME,203068,2030,user-g2h7
2021-01-21 09:08:56.175147520-05:00,GME,297271,2972,cluster-1c5d
2021-01-21 09:16:51.590919936-05:00,GME,249870,2498,cluster-7a2b
2021-01-21 09:17:00.355956736-05:00,GME,179254,1792,user-b9d5
2021-01-21 09:23:31.975873024-05:00,GME,279444,2794,user-a4f2
2021-01-21 10:33:21.539745792-05:00,GME,252124,2521,user-1b3d
2021-01-21 10:44:50.133196800-05:00,GME,243572,2435,cluster-7a2b
2021-01-21 11:01:57.493936896-05:00,GME,314291,3142,cluster-7a2b
2021-01-21 11:17:12.492378368-05:00,GME,218950,2189,cluster-1c5d
2021-01-21 11:27:34.299156224-05:00,GME,293519,2935,user-f6a9
2021-01-21 11:32:41.090798336-05:00,GME,314663,3146,user-n4p3
2021-01-21 11:33:40.927013888-05:00,GME,255686,2556,user-a4f2
2021-01-21 12:08:37.180297728-05:00,GME,239999,2399,cluster-7a2b
2021-01-21 12:26:10.034656768-05:00,GME,224543,2245,cluster-9f4e
2021-01-21 12:52:08.687279616-05:00,GME,193714,1937,user-k5m6
2021-01-21 12:58:55.483692288-05:00,GME,413378,4133,cluster-9f4e
2021-01-21 13:05:25.784887808-05:00,GME,437631,4376,user-k5m6
2021-01-21 13:06:54.496431872-05:00,GME,274543,2745,user-k5m6
2021-01-21 13:09:09.523981312-05:00,GME,263069,2630,cluster-7a2b
2021-01-21 13:10:40.627628032-05:00,GME,257521,2575,cluster-7a2b
2021-01-21 13:30:54.636483072-05:00,GME,335495,3354,cluster-1c5d
2021-01-21 13:42:56.134558976-05:00,GME,429941,4299,cluster-7a2b
2021-01-21 13:56:39.985199872-05:00,GME,239194,2391,cluster-7a2b
2021-01-21 14:14:42.421582336-05:00,GME,150958,1509,user-b9d5
2021-01-21 14:29:07.932695040-05:00,GME,400478,4004,user-n4p3
2021-01-21 14:32:10.748897024-05:00,GME,293266,2932,cluster-9f4e
2021-01-21 14:39:53.387840768-05:00,GME,341454,3414,cluster-9f4e
2021-01-21 14:52:35.998412800-05:00,GME,250719,2507,user-b9d5
2021-01-21 15:58:51.557757696-05:00,GME,363404,3634,cluster-7a2b
2021-01-21 16:22:17.476222976-05:00,GME,285634,2856,cluster-9f4e
2021-01-21 16:31:17.609157888-05:00,GME,173388,1733,cluster-3b8a
2021-01-21 16:48:50.747831296-05:00,GME,380078,3800,user-k5m6
2021-01-21 17:13:25.469149952-05:00,GME,392468,3924,cluster-3b8a
2021-01-21 18:45:48.269409536-05:00,GME,271781,2717,user-1b3d
2021-01-21 18:52:18.752476416-05:00,GME,408219,4082,cluster-9f4e
2021-01-21 18:56:03.082786304-05:00,GME,254715,2547,user-q9r8
2021-01-21 19:44:32.516579584-05:00,GME,391190,3911,cluster-1c5d
2021-01-21 19:46:25.263724288-05:00,GME,154542,1545,user-g2h7
2021-01-21 19:59:16.660526848-05:00,GME,286850,2868,cluster-9f4e
2021-01-21 20:01:13.351636480-05:00,GME,163629,1636,cluster-3b8a
